Actual,Predicted
60.32,64.20529999999997
49.0,55.133600000000015
68.63,68.13930000000006
49.53,57.1583
64.33,66.80189999999996
78.51,75.04500000000009
78.62,74.75829999999995
69.79,70.70209999999999
84.02,68.7598
98.27,68.65379999999998
54.67,61.710900000000045
75.71,75.28260000000003
64.32,64.70699999999995
82.1,79.09240000000011
71.45,68.15279999999994
62.89,69.55589999999997
88.98,83.87069999999987
83.72,77.84550000000004
64.65,68.38689999999997
45.01,55.61620000000009
71.82,72.06029999999994
60.39,65.63400000000003
78.67,75.13630000000003
57.01,76.61129999999999
80.17,77.47950000000002
48.49,59.57639999999989
84.15,76.24739999999991
78.74,77.1284999999999
57.0,60.25299999999999
41.64,50.69870000000002
79.32,78.19079999999992
76.17,68.41989999999998
47.36,54.45269999999996
75.08,74.90439999999998
94.71,84.79429999999998
49.09,57.06530000000005
63.07,64.48269999999995
42.59,62.274900000000024
68.16,69.44739999999993
95.93,86.88890000000006
53.78,68.8757
59.19,65.18479999999991
84.81,64.4446
84.01,80.23850000000009
63.29,67.4894
70.88,70.04570000000004
68.04,72.82879999999996
86.16,70.20549999999997
47.99,55.8428999999999
87.51,68.65519999999997
43.61,51.767699999999984
80.67,77.59590000000004
62.32,70.53659999999996
84.06,63.346500000000006
41.3,51.873300000000064
51.54,57.58769999999997
65.35,63.130300000000055
77.48,74.23169999999988
92.36,83.67059999999988
67.37,66.74539999999998
64.87,67.08069999999996
70.06,71.21980000000009
82.03,70.41480000000001
41.87,50.76619999999994
93.45,87.11339999999993
54.96,60.72590000000001
50.76,57.68950000000008
94.85,83.76610000000007
59.47,70.60509999999996
67.38,67.78170000000007
56.17,71.05419999999997
57.78,63.06479999999995
89.21,84.00230000000002
93.58,72.42909999999999
83.73,77.60229999999986
95.11,83.80239999999995
67.57,66.91879999999995
89.76,80.00350000000012
46.29,55.54199999999998
75.17,75.20980000000007
57.86,63.46389999999996
83.57,76.90269999999992
42.35,72.76570000000002
71.86,72.01129999999993
73.92,69.40810000000002
44.73,71.2237
82.83,73.27699999999999
85.62,80.64049999999993
74.59,73.48470000000006
53.08,58.910499999999956
90.0,80.3493
45.67,55.80870000000002
82.3,65.5698
41.52,51.70880000000005
40.57,50.73669999999999
48.6,73.17090000000003
79.83,76.12379999999997
96.52,87.06160000000014
40.34,52.07400000000004
69.95,69.03259999999993
76.2,75.60499999999992
97.63,87.4446
93.11,88.49629999999998
80.32,71.46819999999998
52.09,59.15850000000003
50.14,72.63749999999999
84.49,76.24979999999991
93.21,66.64160000000001
65.14,67.35930000000006
93.45,84.75389999999994
40.44,50.07409999999998
47.5,69.13010000000003
97.37,88.32819999999998
85.85,62.24840000000004
42.14,53.28000000000001
42.66,50.37889999999995
62.86,63.82539999999998
74.08,70.99029999999998
56.81,62.04000000000005
79.49,74.30999999999989
99.55,67.0567
88.28,69.3498
74.7,71.68729999999992
42.24,53.8611999999999
90.58,81.93059999999997
50.25,73.45649999999996
43.3,68.63020000000002
55.17,58.80060000000004
47.59,62.586100000000016
65.11,64.93199999999993
66.72,69.11720000000003
80.13,67.06260000000003
96.24,87.77029999999988
68.35,66.43709999999997
52.8,56.70040000000007
85.32,64.89460000000003
65.28,67.10489999999999
95.06,87.03750000000011
88.7,82.45229999999994
67.18,68.16450000000005
75.04,73.1596
72.57,72.09649999999993
88.51,83.03260000000013
76.76,73.87400000000011
77.1,74.69020000000008
62.82,64.69759999999998
81.48,78.68409999999986
79.57,74.66129999999994
69.94,66.13939999999995
67.05,67.74490000000007
57.57,60.05719999999997
45.53,55.06790000000004
72.5,71.82220000000002
80.32,67.42949999999998
77.88,74.71070000000003
86.74,80.73909999999991
85.66,71.74819999999998
62.52,66.2367000000001
92.25,83.16919999999999
92.73,85.64279999999984
60.62,63.25789999999993
45.5,50.5105
62.02,64.6460000000001
73.85,69.18419999999998
79.41,75.74399999999996
80.05,67.0688
74.78,74.19629999999995
72.51,69.2594000000001
65.38,65.79050000000004
73.81,73.40120000000009
47.3,69.9501
49.44,57.048099999999934
58.53,72.39730000000002
82.18,79.06460000000011
45.46,53.40430000000003
67.55,66.99780000000007
99.62,89.29350000000001
89.79,84.34030000000003
99.67,89.06660000000002
65.72,66.02810000000001
92.45,82.74899999999992
97.45,85.06349999999995
50.37,57.22979999999995
43.6,53.887000000000036
74.88,75.08380000000005
42.24,51.61169999999993
88.37,85.41229999999997
79.41,78.97699999999993
44.73,51.780199999999944
55.07,72.24439999999996
94.91,85.63509999999992
88.66,83.20409999999993
43.92,69.74729999999997
47.16,57.49299999999996
99.46,92.11219999999992
86.85,71.67509999999999
50.5,67.68629999999999
42.64,50.87910000000001
84.08,77.4368
94.32,84.71299999999995
57.85,64.34040000000005
44.44,54.25189999999997
68.84,70.75890000000007
57.91,60.81309999999995
61.42,64.01770000000005
85.92,81.06620000000004
75.55,64.90520000000001
54.37,62.22299999999993
40.01,47.14420000000009
88.17,78.34520000000006
89.36,79.46759999999993
44.59,52.479100000000045
75.11,70.14559999999993
89.26,82.74860000000011
63.38,66.15120000000007
51.88,59.263600000000054
75.26,73.52180000000011
76.14,70.49040000000008
77.88,76.87720000000007
78.08,77.55219999999996
79.92,75.04220000000002
72.05,65.9292
55.64,61.78030000000003
67.78,70.05739999999996
94.58,89.44759999999997
65.6,70.16420000000005
42.12,49.36719999999994
44.67,69.57360000000001
44.88,71.53749999999997
53.66,60.836599999999954
84.84,80.62850000000005
54.79,60.54630000000001
65.86,66.43339999999995
59.89,66.93320000000006
75.12,71.62699999999994
60.27,64.34540000000008
63.58,66.00989999999996
91.77,82.52750000000013
89.66,80.79719999999996
74.18,71.30780000000006
73.06,71.00760000000011
88.57,74.27959999999999
85.64,67.49709999999996
42.16,53.629699999999964
45.11,53.80239999999994
82.31,76.42970000000011
84.14,77.83840000000005
88.84,83.50240000000007
50.01,56.94740000000009
48.07,57.411399999999986
87.85,81.2353000000001
53.72,59.32879999999998
77.39,72.7383000000001
44.62,54.88259999999993
46.4,58.72089999999997
81.82,77.21559999999992
52.59,59.870700000000035
53.98,60.598299999999924
88.66,82.69929999999997
70.11,69.65609999999992
81.91,75.79569999999994
67.17,69.9329
54.26,59.156900000000086
52.85,59.82200000000002
75.49,72.46599999999994
79.24,76.15329999999989
82.4,77.7606999999999
97.89,68.48889999999997
60.79,62.658399999999986
92.72,81.77720000000005
79.07,76.47339999999991
46.05,52.70880000000005
41.73,54.355699999999985
82.89,77.88210000000008
79.67,72.971
41.83,50.85279999999995
83.95,65.73970000000003
62.71,63.52430000000003
68.79,70.81239999999998
92.03,87.75239999999997
46.06,55.274500000000046
94.66,69.92740000000002
94.14,72.38810000000001
84.99,79.82919999999989
95.45,67.28429999999997
51.08,65.97730000000001
82.18,78.47150000000009
49.14,60.08290000000007
57.61,70.05429999999998
60.04,60.2604
41.63,52.09220000000004
88.81,82.25530000000012
45.64,59.15640000000005
63.37,67.77829999999992
80.18,70.4959
46.39,57.04230000000004
52.96,67.67210000000004
52.81,60.86140000000004
72.17,72.87460000000004
80.26,76.80010000000011
83.51,79.36040000000008
85.25,81.2096
86.44,82.48589999999987
43.14,56.74330000000002
63.8,70.3449
43.81,51.045800000000035
51.14,70.12940000000003
67.76,72.13720000000002
67.8,64.67630000000004
82.79,75.50519999999997
62.16,68.893
58.2,61.56729999999993
76.83,71.39859999999999
69.43,69.70360000000004
83.38,70.62799999999996
66.6,67.01130000000006
80.2,77.46029999999993
53.27,70.4746
63.16,65.20909999999992
41.73,68.13139999999999
66.22,66.62690000000003
75.93,74.06650000000005
70.43,70.93650000000005
47.4,56.826599999999964
89.43,65.1601
84.98,79.79599999999986
47.24,56.43749999999991
70.99,70.14039999999989
66.65,66.42719999999994
90.04,83.1816
53.72,61.09159999999999
93.25,65.17670000000001
85.29,80.26219999999999
96.3,86.78710000000007
80.16,76.03799999999995
91.58,75.85990000000001
94.25,86.42040000000001
89.85,67.02610000000003
49.53,70.54449999999997
60.04,62.868099999999984
53.97,57.8619
73.92,73.05900000000005
76.23,74.28669999999987
90.01,79.4684000000001
95.58,86.46239999999997
81.61,62.77289999999999
73.34,76.31270000000004
67.28,68.05479999999996
67.32,67.95329999999994
78.08,74.99559999999995
79.13,75.85550000000003
73.38,72.23700000000008
44.19,72.80120000000001
63.74,72.81240000000005
92.94,69.64619999999998
98.34,89.62830000000004
79.9,69.89640000000001
58.33,63.34509999999996
88.82,82.81139999999992
98.82,68.14119999999997
86.43,72.6029
71.42,69.98700000000002
72.38,71.98700000000004
80.86,76.5128999999999
97.0,90.43170000000002
44.87,51.93539999999994
74.71,73.93840000000002
86.83,77.40579999999996
44.42,56.71950000000003
72.4,71.8674
56.65,64.66169999999993
94.9,86.54999999999991
67.08,69.09929999999997
93.91,86.33379999999993
57.94,63.10959999999996
63.24,61.963999999999906
52.08,59.757499999999965
63.31,67.15000000000005
86.45,78.55309999999993
66.23,67.10599999999994
81.94,75.0264999999999
64.42,69.43690000000004
43.51,69.3417
82.31,70.7633
40.68,53.6988
95.19,88.7598999999999
46.66,56.25599999999996
75.44,71.53669999999994
44.25,52.48030000000001
41.36,51.640299999999996
49.64,59.03480000000005
90.2,83.19709999999992
79.39,68.0738
59.93,62.79700000000005
52.99,58.27359999999995
69.97,72.6517
77.47,71.31009999999998
44.44,49.584999999999965
65.96,66.4085
48.04,54.846199999999975
63.62,67.62039999999993
96.39,66.22709999999998
69.78,70.04679999999999
40.01,49.46350000000006
97.85,70.431
47.85,56.04700000000002
76.29,74.23519999999999
48.31,56.90440000000006
86.83,82.23749999999997
81.39,76.73780000000009
54.19,59.88609999999992
49.6,58.25750000000004
94.44,81.5273999999999
42.43,50.614
75.26,73.42530000000008
60.77,62.44390000000009
64.34,67.17300000000004
47.14,55.930700000000044
84.89,68.35799999999999
76.09,73.21400000000006
75.61,71.51759999999993
86.72,79.02410000000003
58.74,64.49909999999991
99.35,86.9802000000001
40.8,51.50710000000006
58.37,62.195399999999935
43.72,53.77220000000001
58.98,63.36689999999989
64.35,68.58479999999999
44.83,53.91109999999995
42.36,54.242499999999964
96.77,88.76470000000016
75.86,73.47019999999992
92.66,84.84189999999994
44.79,52.30829999999999
73.23,70.1000999999999
56.7,62.14389999999994
82.0,77.0076
45.24,65.40010000000004
46.51,68.22409999999999
67.95,69.56219999999993
97.63,65.03410000000001
96.29,62.76149999999998
94.17,84.18240000000003
94.59,86.65130000000006
41.41,51.56309999999994
47.0,68.12680000000002
79.83,74.83529999999998
87.6,79.9953000000001
69.3,69.51560000000006
48.53,56.24959999999998
93.07,80.99039999999992
60.32,63.79059999999997
98.64,88.98180000000008
44.21,55.112000000000016
94.96,66.60679999999999
53.93,66.96010000000003
83.46,78.42550000000001
42.52,52.035000000000075
69.11,68.19959999999993
73.62,76.35729999999994
51.28,62.82249999999999
69.22,67.40250000000003
95.28,83.99819999999994
60.18,65.21310000000004
51.31,60.80220000000005
56.81,60.72380000000007
49.88,55.853800000000035
80.36,76.33499999999995
43.53,58.301599999999986
78.77,68.20019999999998
63.02,62.7889000000001
83.65,78.00409999999992
71.66,69.27380000000001
96.49,86.8205999999999
77.15,74.0843999999999
83.54,78.2733
56.96,62.614000000000026
75.34,74.00770000000007
64.27,63.34609999999998
53.0,57.23199999999999
44.49,54.13399999999993
89.9,87.05319999999989
70.57,70.70179999999996
54.21,68.4167
66.46,68.5064
54.42,55.46090000000004
90.21,84.10089999999998
96.48,85.46239999999989
64.25,66.03280000000001
71.6,70.01990000000006
95.09,66.4773
41.87,48.58649999999993
60.18,66.16190000000006
41.73,69.54619999999998
45.37,68.11210000000001
79.67,75.0002
78.07,75.44259999999993
86.17,81.80760000000004
79.01,76.31390000000009
80.66,72.25629999999992
86.46,80.79220000000001
82.56,78.24470000000012
76.08,73.57529999999997
64.53,65.38239999999998
94.14,85.3229000000001
57.74,70.57950000000004
40.55,49.233000000000054
59.14,63.44300000000005
79.09,75.11110000000005
50.14,58.11450000000004
70.76,68.7101000000001
61.73,67.8949999999999
45.65,54.05989999999997
82.92,78.54320000000003
51.28,58.17059999999998
61.97,64.93090000000002
52.34,74.28810000000001
74.62,72.53619999999992
40.32,50.63960000000001
82.78,75.81629999999996
64.86,73.10079999999998
88.64,84.82680000000008
46.67,52.55810000000004
42.46,73.77850000000001
60.04,65.96589999999998
77.56,76.51760000000009
87.99,83.14629999999993
76.67,68.90099999999995
54.13,59.57680000000005
47.68,53.164400000000015
95.61,67.72970000000001
48.54,55.77219999999998
93.48,85.42349999999986
40.76,52.08340000000008
63.48,66.50139999999989
70.55,70.24560000000005
89.17,80.27620000000002
61.16,64.32109999999994
95.39,86.55070000000003
45.76,56.06600000000006
64.41,68.70349999999992
78.69,71.087
48.06,55.45940000000005
97.24,87.74029999999989
75.58,74.80659999999997
77.58,75.25389999999996
76.24,74.88459999999988
97.27,86.68410000000013
61.59,64.04390000000006
92.99,85.2075999999999
96.17,85.83720000000002
62.78,71.39699999999999
83.09,68.0997
83.18,78.25660000000006
68.78,69.74649999999995
71.39,72.36800000000007
73.52,73.11410000000012
73.5,71.01199999999999
82.59,76.55410000000008
83.02,79.76070000000013
86.21,79.71010000000001
41.18,50.2663
46.12,54.706699999999934
83.78,79.46099999999996
66.24,69.15229999999993
81.44,77.6137999999999
53.41,65.2113
76.99,73.93919999999991
90.83,80.44429999999997
65.21,64.87940000000002
92.6,83.75580000000011
42.15,55.53439999999996
53.38,60.28940000000007
67.04,69.42139999999999
71.95,71.15819999999992
41.14,54.72490000000003
87.33,81.40889999999999
58.95,63.00179999999993
81.53,77.27329999999995
89.14,83.77410000000008
84.45,74.6464
91.86,83.68769999999994
58.29,60.31679999999997
78.17,76.48740000000004
72.08,71.08549999999997
44.44,53.81529999999996
90.5,80.2916
54.24,59.3119999999999
94.7,87.11579999999996
81.73,78.25019999999985
82.91,75.22599999999996
90.26,84.23360000000011
67.15,66.78269999999992
84.87,79.41489999999993
42.15,51.402799999999985
56.98,60.91229999999994
78.88,76.59820000000008
44.41,53.31789999999994
57.24,60.9194999999999
74.17,73.07200000000003
59.11,68.76070000000003
65.08,68.30029999999996
40.56,49.482600000000026
56.58,62.62049999999996
62.59,65.64040000000004
71.63,67.93320000000006
42.85,49.58010000000002
89.93,81.87300000000006
62.38,61.08600000000005
55.45,62.818699999999936
43.13,51.55870000000005
66.41,63.83149999999998
82.53,77.82699999999994
43.49,54.18729999999992
62.24,69.11050000000002
51.7,66.6768
57.24,60.5672999999999
82.29,81.12209999999999
62.5,63.80620000000001
47.93,69.42290000000001
52.5,60.14090000000001
89.55,70.23729999999999
82.95,75.73589999999993
78.74,74.2263999999999
94.99,87.81679999999987
43.5,51.83089999999999
50.05,58.828800000000065
62.35,63.853800000000064
52.39,57.195600000000056
48.97,67.127
63.52,68.8206000000001
82.37,79.78649999999995
57.47,63.367000000000054
59.46,60.53330000000002
89.13,67.87480000000004
58.63,61.33130000000005
78.29,70.77459999999995
79.74,68.35239999999999
66.83,69.33649999999996
98.35,86.9124000000001
69.13,67.82609999999998
51.22,58.52450000000002
72.84,71.92100000000008
78.8,76.2245000000001
78.1,75.06830000000006
48.65,67.08190000000003
60.94,68.3267999999999
91.16,80.60999999999993
41.65,51.185600000000015
46.97,55.1351
71.69,70.8144999999999
57.32,58.80069999999998
88.56,85.28710000000012
56.82,63.355499999999964
42.35,54.22590000000002
61.2,63.149999999999956
89.26,81.6081000000001
49.78,57.23960000000002
80.5,73.12389999999998
72.79,75.24089999999997
47.7,54.10559999999995
48.72,54.5807
89.85,64.6944
71.68,65.96739999999998
88.81,81.61940000000008
89.68,85.09870000000008
69.49,71.5708999999999
86.23,80.91379999999987
40.07,51.3154
77.4,77.39389999999992
66.09,66.85160000000005
70.23,71.3889999999999
63.07,65.27799999999996
89.24,84.46599999999991
65.5,67.14360000000002
88.68,68.35470000000001
95.13,83.93900000000005
76.03,72.51519999999995
43.4,52.17969999999998
73.62,72.92199999999994
89.37,71.8933
78.5,76.60429999999998
50.76,67.91760000000001
54.2,65.54939999999998
63.68,64.13920000000003
58.87,70.34239999999998
50.16,56.83199999999995
41.18,51.23299999999999
86.12,78.92719999999996
89.23,81.87839999999987
64.99,70.43189999999991
83.83,78.33229999999998
43.33,76.78729999999997
80.56,75.5649000000001
88.1,77.37
76.97,73.54180000000005
49.41,53.46559999999994
91.19,83.76859999999992
88.46,81.7034
57.87,60.80389999999994
44.47,53.83689999999999
45.57,54.63740000000001
94.41,86.70769999999997
83.12,78.12909999999997
60.48,66.5243999999999
80.94,76.66139999999987
47.74,57.75649999999994
82.35,71.43840000000002
48.89,56.61480000000004
49.05,69.97890000000001
82.71,76.22470000000003
68.64,68.15420000000006
80.49,77.23929999999991
86.43,79.40710000000009
87.67,81.43200000000003
74.45,72.34439999999991
47.24,55.339399999999934
49.93,57.246500000000005
88.2,69.16819999999996
66.33,68.65889999999996
59.63,62.21650000000005
65.24,66.56029999999991
62.08,60.41179999999996
99.98,89.65579999999983
70.84,66.82280000000003
73.35,73.07170000000008
53.57,59.50909999999998
96.25,89.0662
87.17,79.39420000000004
69.97,67.95260000000003
82.5,69.25969999999998
85.07,78.91529999999995
57.96,65.23680000000004
78.07,76.21439999999993
67.29,70.13249999999998
93.7,81.11469999999991
49.16,54.71539999999994
51.53,56.360399999999984
58.58,62.967899999999965
87.6,78.30550000000008
62.83,72.8396
74.55,73.97210000000007
89.36,63.7211
84.19,78.60669999999988
47.99,57.40649999999991
81.32,75.20439999999992
64.56,68.43680000000003
98.79,74.23609999999996
65.0,66.6431
62.71,68.93880000000003
95.82,87.82839999999993
57.12,62.38819999999994
51.23,72.65090000000004
71.28,69.85129999999995
91.44,85.38439999999987
88.65,81.2664999999999
44.38,51.65930000000006
55.32,60.601299999999966
94.52,81.78700000000009
83.84,79.68570000000005
56.3,64.64190000000006
41.67,67.2542
60.36,71.9608
71.03,73.45389999999998
52.49,59.386999999999915
57.93,63.087400000000024
74.82,71.20529999999992
56.29,58.31989999999999
41.69,50.34449999999998
50.99,58.815399999999926
64.49,68.19409999999989
79.27,76.2290000000001
71.72,68.3409
89.64,67.9742
58.83,64.61379999999998
77.66,75.37440000000004
62.84,66.65500000000006
50.58,55.36419999999995
72.64,72.04860000000008
89.54,82.37020000000001
67.42,68.85059999999999
88.88,80.39820000000003
74.52,72.82850000000015
52.51,59.62670000000007
52.96,70.26069999999999
88.61,65.8209
56.97,61.27590000000001
84.75,79.71860000000001
55.72,61.170700000000004
81.95,66.38309999999997
60.71,64.78069999999998
59.2,65.35039999999996
51.0,57.56390000000002
80.17,77.05330000000002
95.44,85.54949999999991
67.31,69.7516000000001
94.99,85.20749999999991
60.23,66.5469999999999
93.97,83.64630000000007
61.51,61.939400000000106
94.27,84.03570000000015
54.61,60.297699999999935
59.49,68.1297
61.18,65.5704
94.76,73.52860000000003
99.94,87.95579999999994
86.44,80.68939999999988
69.06,68.8787000000001
63.36,66.07279999999994
76.4,73.7199999999999
68.85,70.94329999999997
96.66,86.27739999999994
82.73,80.1723999999999
64.59,70.00269999999999
40.61,52.03919999999998
57.12,62.33799999999996
51.35,55.974900000000055
50.02,54.87990000000008
83.71,79.97560000000003
54.37,61.218599999999924
68.48,69.0690999999999
74.81,73.95430000000012
83.23,69.0599
59.86,66.9782999999999
89.49,83.41229999999989
59.39,69.32549999999999
47.36,57.271299999999975
72.74,71.8735999999999
53.58,55.74479999999997
89.28,81.74099999999997
42.57,50.6609
71.26,69.9507000000001
75.34,75.40270000000007
55.56,59.266800000000046
69.94,67.07919999999999
71.49,70.9470999999999
44.17,55.126100000000015
78.15,76.66129999999991
52.62,57.453199999999946
87.12,83.43929999999993
46.65,55.996299999999984
90.43,80.76740000000002
44.04,53.53379999999997
91.56,81.01130000000012
56.45,62.602399999999925
53.32,58.47989999999996
62.35,67.69090000000001
63.22,63.17170000000001
64.36,65.15729999999994
53.94,61.08179999999992
41.83,52.094599999999986
90.86,82.18039999999992
59.58,61.26529999999997
80.87,75.75089999999994
73.9,72.34369999999994
63.83,66.43369999999996
79.92,78.74660000000003
65.57,66.12179999999992
56.99,61.849399999999925
70.6,70.71870000000008
68.64,69.55200000000005
50.94,59.68129999999996
76.82,72.35869999999996
41.37,55.09979999999996
87.04,79.03099999999999
47.76,55.75460000000008
97.78,88.81749999999998
67.0,71.61419999999997
83.71,79.65450000000001
69.14,71.76190000000008
83.52,76.37870000000011
69.97,69.40710000000001
88.17,71.3297
56.73,57.843599999999896
90.03,82.13259999999995
48.87,55.77189999999996
90.48,79.45539999999987
48.54,67.2057
96.95,72.4298
54.1,57.73680000000007
80.18,75.20530000000005
54.02,57.20550000000007
51.26,60.9534000000001
93.97,71.94230000000002
94.18,82.40590000000006
47.66,53.07059999999997
52.26,58.786800000000085
76.71,70.47359999999998
70.83,68.84959999999997
99.52,88.82900000000011
45.31,70.66959999999999
71.15,74.84909999999998
57.74,60.15859999999991
72.39,71.09610000000012
74.43,72.02840000000009
74.65,71.95079999999993
91.13,66.85779999999998
70.98,71.75059999999986
87.37,80.13249999999994
40.65,49.75069999999998
49.29,71.42979999999999
70.69,70.50729999999992
71.16,69.08919999999998
75.88,72.02860000000004
43.72,58.03729999999999
63.92,63.22090000000003
76.27,74.67240000000012
75.31,72.66909999999999
77.84,74.46340000000008
49.53,74.27960000000002
57.14,59.95150000000005
67.66,67.83479999999994
45.64,54.787900000000036
98.49,89.76229999999991
86.38,65.7283
91.92,84.47780000000003
44.45,53.563699999999955
60.13,68.73729999999998
51.39,58.50470000000005
77.8,77.70860000000008
50.07,56.571699999999986
99.36,91.10489999999994
67.16,68.30739999999997
60.13,75.78620000000001
67.3,68.10560000000004
49.99,56.619899999999916
59.6,73.1151
60.97,64.3056
68.46,69.38249999999998
90.67,71.1917
54.53,70.08859999999999
51.71,58.193700000000035
53.03,56.43179999999998
69.53,72.36289999999997
97.46,73.54569999999998
59.35,65.10430000000004
75.81,76.8629000000001
84.0,81.0739
73.12,73.03479999999996
55.22,59.69240000000003
62.97,65.13240000000002
60.26,68.45590000000003
81.06,76.47150000000009
89.85,83.53970000000008
59.95,63.565299999999915
54.02,60.0367000000001
93.44,69.31290000000001
87.04,77.6313
75.7,65.6069
62.72,65.60240000000003
84.99,79.70429999999992
65.69,67.36199999999991
71.03,70.01849999999996
54.91,66.24679999999995
76.39,73.21370000000009
98.43,85.4395000000001
99.28,62.63710000000001
90.13,82.03630000000004
70.08,70.59619999999997
51.2,57.934999999999945
75.29,69.4127
81.69,77.94269999999992
58.31,71.9688
41.28,67.97160000000002
76.61,76.21449999999993
65.39,65.65170000000005
95.19,85.91039999999988
63.92,64.78740000000002
40.98,50.03409999999996
71.96,68.63970000000002
90.0,71.14680000000003
51.51,56.60700000000008
97.2,86.11119999999991
76.12,64.68329999999999
97.26,85.6318000000001
53.83,68.7611
40.36,79.18419999999996
58.53,63.07370000000001
98.86,63.39
66.71,64.48690000000002
97.54,90.48700000000002
52.78,58.8241
81.36,82.61269999999993
40.28,47.61920000000003
92.84,86.70110000000003
73.36,71.00659999999992
48.7,57.03139999999991
58.85,75.88609999999998
54.07,57.501699999999985
90.04,69.93900000000002
46.69,73.61759999999998
81.6,74.52410000000009
67.36,67.84799999999996
57.83,66.51189999999997
49.0,56.91109999999997
89.56,83.34440000000009
60.87,75.61749999999996
78.67,67.49679999999998
85.1,81.27770000000011
63.36,66.99149999999996
82.98,74.61119999999987
55.42,61.65420000000002
46.2,55.06769999999994
76.01,70.78770000000009
63.02,63.663200000000124
89.97,82.83490000000003
95.29,71.97929999999998
83.75,72.1814
49.53,75.85780000000003
75.19,73.81729999999989
67.46,68.65250000000003
41.83,52.41849999999997
76.39,72.89090000000006
59.86,63.086399999999955
65.08,64.53259999999997
45.2,53.045699999999925
93.91,86.55029999999995
65.56,66.53570000000008
98.32,87.35619999999992
70.51,69.76090000000006
83.8,78.67460000000008
81.9,76.1498999999999
85.65,70.483
67.89,69.21030000000005
76.52,68.10040000000005
44.23,51.586999999999954
43.9,54.05589999999998
97.92,89.13560000000003
57.67,60.195300000000024
86.06,81.90320000000011
95.14,89.18040000000005
57.08,61.59919999999995
46.74,71.83250000000004
75.39,75.08320000000009
46.16,53.380399999999966
71.39,71.16860000000008
80.5,69.11659999999999
95.07,81.21689999999994
52.16,70.42260000000002
45.44,52.08129999999999
97.04,89.17550000000004
69.92,69.09400000000004
57.49,62.70979999999992
82.61,79.07629999999993
46.95,54.318699999999936
45.1,52.498600000000025
71.63,71.49700000000001
59.61,72.22059999999999
85.51,75.73520000000012
43.46,53.23520000000002
73.76,66.77259999999997
69.87,69.17399999999996
69.01,68.3528000000001
62.08,65.76259999999994
56.29,61.94119999999999
59.06,63.28780000000007
50.04,59.22849999999998
88.53,82.29249999999995
89.39,69.74560000000001
73.04,72.58219999999999
50.63,56.75880000000004
74.44,72.59669999999988
73.48,71.45719999999992
69.91,71.70850000000002
